id,label,position_of_motif_A,position_of_motif_B,gaplength,total_deletions_in_sequence,sequence_length
seq8369,both,79.0,108.0,20.0,12,150
seq8370,B_only,,10.0,,14,150
seq8371,B_only,,55.0,,13,150
seq8372,A_only,59.0,,,0,150
seq8373,both,59.0,97.0,30.0,10,150
seq8374,B_only,,102.0,,14,150
seq8375,both,101.0,141.0,30.0,14,150
seq8376,no_motif,,,,15,150
seq8377,no_motif,,,,0,150
seq8378,both,45.0,74.0,20.0,12,150
seq8379,both,47.0,65.0,10.0,12,150
seq8380,B_only,,70.0,,0,150
seq8381,both,60.0,121.0,50.0,12,150
seq8382,no_motif,,,,0,150
seq8383,A_only,125.0,,,13,150
seq8384,both,66.0,126.0,50.0,10,150
seq8385,B_only,,30.0,,14,150
seq8386,B_only,,143.0,,14,150
seq8387,no_motif,,,,15,150
seq8388,both,15.0,110.0,80.0,12,150
seq8389,B_only,,117.0,,0,150
seq8390,A_only,134.0,,,14,150
seq8391,both,3.0,82.0,70.0,9,150
seq8392,both,11.0,60.0,40.0,11,150
seq8393,both,45.0,112.0,60.0,0,150
seq8394,A_only,8.0,,,14,150
seq8395,both,54.0,115.0,50.0,11,150
seq8396,both,57.0,116.0,50.0,9,150
seq8397,B_only,,59.0,,13,150
seq8398,A_only,140.0,,,15,150
seq8399,A_only,85.0,,,13,150
seq8400,both,42.0,80.0,30.0,11,150
seq8401,B_only,,89.0,,13,150
seq8402,both,68.0,115.0,40.0,0,150
seq8403,A_only,66.0,,,13,150
seq8404,B_only,,115.0,,13,150
seq8405,B_only,,9.0,,14,150
seq8406,B_only,,102.0,,14,150
seq8407,A_only,78.0,,,13,150
seq8408,B_only,,126.0,,13,150
seq8409,A_only,101.0,,,14,150
seq8410,both,26.0,64.0,30.0,10,150
seq8411,B_only,,100.0,,14,150
seq8412,both,20.0,49.0,20.0,13,150
seq8413,B_only,,60.0,,14,150
seq8414,A_only,87.0,,,13,150
seq8415,no_motif,,,,15,150
seq8416,A_only,91.0,,,0,150
seq8417,B_only,,133.0,,14,150
seq8418,B_only,,133.0,,14,150
seq8419,B_only,,128.0,,0,150
seq8420,B_only,,98.0,,13,150
seq8421,B_only,,91.0,,14,150
seq8422,A_only,6.0,,,14,150
seq8423,both,40.0,122.0,70.0,11,150
seq8424,B_only,,86.0,,13,150
seq8425,both,18.0,55.0,30.0,0,150
seq8426,both,13.0,31.0,10.0,13,150
seq8427,A_only,135.0,,,14,150
seq8428,no_motif,,,,15,150
seq8429,B_only,,63.0,,14,150
seq8430,both,53.0,126.0,60.0,12,150
seq8431,A_only,0.0,,,0,150
seq8432,A_only,12.0,,,0,150
seq8433,B_only,,41.0,,14,150
seq8434,B_only,,112.0,,14,150
seq8435,no_motif,,,,15,150
seq8436,both,56.0,127.0,60.0,10,150
seq8437,A_only,143.0,,,0,150
seq8438,both,9.0,27.0,10.0,13,150
seq8439,B_only,,47.0,,13,150
seq8440,no_motif,,,,15,150
seq8441,A_only,125.0,,,0,150
seq8442,both,113.0,141.0,20.0,13,150
seq8443,B_only,,133.0,,14,150
seq8444,B_only,,108.0,,0,150
seq8445,B_only,,125.0,,0,150
seq8446,A_only,102.0,,,0,150
seq8447,both,12.0,51.0,30.0,12,150
seq8448,no_motif,,,,15,150
seq8449,both,61.0,110.0,40.0,11,150
seq8450,both,72.0,130.0,50.0,9,150
seq8451,A_only,78.0,,,13,150
seq8452,both,86.0,114.0,20.0,11,150
seq8453,A_only,111.0,,,14,150
seq8454,B_only,,93.0,,14,150
seq8455,no_motif,,,,0,150
seq8456,both,30.0,77.0,40.0,0,150
seq8457,both,33.0,112.0,70.0,8,150
seq8458,no_motif,,,,15,150
seq8459,both,113.0,131.0,10.0,13,150
seq8460,A_only,98.0,,,0,150
seq8461,both,1.0,19.0,10.0,14,150
seq8462,B_only,,112.0,,14,150
seq8463,both,19.0,59.0,30.0,12,150
seq8464,both,44.0,124.0,70.0,8,150
seq8465,B_only,,7.0,,14,150
seq8466,B_only,,106.0,,13,150
seq8467,B_only,,79.0,,13,150
seq8468,both,32.0,110.0,70.0,7,150
seq8469,no_motif,,,,15,150
seq8470,no_motif,,,,15,150
seq8471,A_only,10.0,,,14,150
seq8472,B_only,,10.0,,14,150
seq8473,A_only,60.0,,,14,150
seq8474,no_motif,,,,15,150
seq8475,A_only,107.0,,,13,150
seq8476,B_only,,89.0,,13,150
seq8477,both,25.0,65.0,30.0,12,150
seq8478,both,88.0,126.0,30.0,10,150
seq8479,no_motif,,,,15,150
seq8480,A_only,108.0,,,13,150
seq8481,B_only,,31.0,,14,150
seq8482,both,62.0,130.0,60.0,8,150
seq8483,both,81.0,99.0,10.0,13,150
seq8484,A_only,109.0,,,0,150
seq8485,A_only,143.0,,,14,150
seq8486,both,4.0,121.0,100.0,13,150
seq8487,both,34.0,91.0,50.0,0,150
seq8488,both,38.0,125.0,80.0,0,150
seq8489,A_only,52.0,,,14,150
seq8490,B_only,,41.0,,0,150
seq8491,both,21.0,59.0,30.0,11,150
seq8492,B_only,,62.0,,14,150
seq8493,no_motif,,,,15,150
seq8494,B_only,,135.0,,0,150
seq8495,B_only,,54.0,,0,150
seq8496,no_motif,,,,15,150
seq8497,both,99.0,139.0,30.0,13,150
seq8498,A_only,55.0,,,13,150
seq8499,both,74.0,132.0,50.0,9,150
seq8500,A_only,55.0,,,13,150
seq8501,A_only,71.0,,,14,150
seq8502,both,53.0,134.0,70.0,10,150
seq8503,B_only,,102.0,,14,150
seq8504,both,26.0,96.0,60.0,9,150
seq8505,A_only,39.0,,,13,150
seq8506,both,81.0,141.0,50.0,12,150
seq8507,A_only,127.0,,,13,150
seq8508,A_only,39.0,,,13,150
seq8509,no_motif,,,,15,150
seq8510,no_motif,,,,15,150
seq8511,B_only,,57.0,,0,150
seq8512,A_only,11.0,,,14,150
seq8513,both,51.0,113.0,50.0,13,150
seq8514,A_only,3.0,,,15,150
seq8515,A_only,5.0,,,14,150
seq8516,B_only,,66.0,,13,150
seq8517,B_only,,108.0,,13,150
seq8518,B_only,,77.0,,13,150
seq8519,both,5.0,42.0,30.0,0,150
seq8520,both,61.0,112.0,40.0,13,150
seq8521,both,28.0,55.0,20.0,0,150
seq8522,B_only,,113.0,,14,150
seq8523,both,56.0,143.0,80.0,0,150
seq8524,B_only,,48.0,,13,150
seq8525,B_only,,115.0,,13,150
seq8526,both,60.0,88.0,20.0,12,150
seq8527,B_only,,6.0,,0,150
seq8528,both,22.0,59.0,30.0,0,150
seq8529,B_only,,95.0,,13,150
seq8530,B_only,,88.0,,0,150
seq8531,both,5.0,89.0,70.0,13,150
seq8532,both,3.0,73.0,60.0,11,150
seq8533,A_only,105.0,,,0,150
seq8534,both,41.0,129.0,80.0,6,150
seq8535,A_only,49.0,,,0,150
seq8536,B_only,,63.0,,14,150
seq8537,both,47.0,76.0,20.0,12,150
seq8538,no_motif,,,,15,150
seq8539,B_only,,80.0,,14,150
seq8540,both,1.0,95.0,80.0,12,150
seq8541,both,13.0,127.0,100.0,9,150
seq8542,B_only,,138.0,,14,150
seq8543,A_only,36.0,,,13,150
seq8544,A_only,87.0,,,13,150
seq8545,both,14.0,130.0,100.0,11,150
seq8546,A_only,142.0,,,0,150
seq8547,no_motif,,,,0,150
seq8548,both,8.0,25.0,10.0,0,150
seq8549,no_motif,,,,15,150
seq8550,B_only,,4.0,,0,150
seq8551,both,77.0,94.0,10.0,0,150
seq8552,both,0.0,18.0,10.0,13,150
seq8553,both,7.0,105.0,90.0,5,150
seq8554,B_only,,88.0,,13,150
seq8555,B_only,,23.0,,0,150
seq8556,B_only,,28.0,,13,150
seq8557,B_only,,97.0,,13,150
seq8558,B_only,,38.0,,0,150
seq8559,B_only,,129.0,,13,150
seq8560,both,12.0,120.0,100.0,4,150
seq8561,A_only,62.0,,,14,150
seq8562,both,2.0,39.0,30.0,0,150
seq8563,both,31.0,125.0,80.0,11,150
seq8564,no_motif,,,,15,150
seq8565,no_motif,,,,15,150
seq8566,B_only,,57.0,,13,150
seq8567,both,22.0,127.0,90.0,11,150
seq8568,B_only,,15.0,,0,150
seq8569,A_only,51.0,,,14,150
seq8570,both,0.0,94.0,80.0,11,150
seq8571,no_motif,,,,15,150
seq8572,both,23.0,73.0,40.0,12,150
seq8573,A_only,110.0,,,14,150
seq8574,both,83.0,130.0,40.0,0,150
seq8575,B_only,,101.0,,14,150
seq8576,B_only,,124.0,,13,150
seq8577,both,23.0,62.0,30.0,12,150
seq8578,A_only,14.0,,,13,150
seq8579,B_only,,1.0,,0,150
seq8580,both,13.0,85.0,60.0,11,150
seq8581,both,0.0,107.0,100.0,0,150
seq8582,both,6.0,123.0,100.0,13,150
seq8583,both,60.0,100.0,30.0,13,150
seq8584,both,6.0,73.0,60.0,0,150
seq8585,both,30.0,92.0,50.0,13,150
seq8586,no_motif,,,,15,150
seq8587,A_only,31.0,,,14,150
seq8588,B_only,,128.0,,13,150
seq8589,no_motif,,,,15,150
seq8590,A_only,55.0,,,13,150
seq8591,A_only,10.0,,,14,150
seq8592,A_only,74.0,,,0,150
seq8593,both,66.0,113.0,40.0,0,150
seq8594,no_motif,,,,15,150
seq8595,both,45.0,95.0,40.0,11,150
seq8596,both,34.0,111.0,70.0,0,150
seq8597,no_motif,,,,15,150
seq8598,no_motif,,,,0,150
seq8599,A_only,46.0,,,0,150
seq8600,A_only,67.0,,,13,150
seq8601,both,34.0,131.0,90.0,0,150
seq8602,A_only,109.0,,,13,150
seq8603,no_motif,,,,0,150
seq8604,both,8.0,66.0,50.0,9,150
seq8605,both,72.0,131.0,50.0,10,150
seq8606,both,51.0,138.0,80.0,0,150
seq8607,both,50.0,67.0,10.0,0,150
seq8608,B_only,,48.0,,13,150
seq8609,A_only,82.0,,,14,150
seq8610,B_only,,37.0,,13,150
seq8611,B_only,,141.0,,15,150
seq8612,both,81.0,128.0,40.0,0,150
seq8613,B_only,,99.0,,13,150
seq8614,both,45.0,102.0,50.0,0,150
seq8615,no_motif,,,,15,150
seq8616,no_motif,,,,15,150
seq8617,A_only,119.0,,,13,150
seq8618,A_only,17.0,,,13,150
seq8619,no_motif,,,,15,150
seq8620,both,76.0,103.0,20.0,0,150
seq8621,A_only,1.0,,,15,150
seq8622,both,46.0,125.0,70.0,7,150
seq8623,B_only,,74.0,,0,150
seq8624,both,35.0,113.0,70.0,7,150
seq8625,both,22.0,91.0,60.0,9,150
seq8626,both,49.0,86.0,30.0,0,150
seq8627,B_only,,102.0,,14,150
seq8628,both,1.0,74.0,60.0,13,150
seq8629,B_only,,135.0,,14,150
seq8630,both,17.0,134.0,100.0,12,150
seq8631,B_only,,77.0,,13,150
seq8632,A_only,7.0,,,0,150
seq8633,A_only,93.0,,,14,150
seq8634,B_only,,14.0,,13,150
seq8635,A_only,8.0,,,14,150
seq8636,B_only,,14.0,,13,150
seq8637,both,19.0,101.0,70.0,10,150
seq8638,B_only,,16.0,,0,150
seq8639,both,46.0,143.0,90.0,0,150
seq8640,both,32.0,115.0,70.0,11,150
seq8641,B_only,,74.0,,0,150
seq8642,A_only,2.0,,,15,150
seq8643,B_only,,101.0,,14,150
seq8644,B_only,,102.0,,14,150
seq8645,both,47.0,137.0,80.0,8,150
seq8646,no_motif,,,,0,150
seq8647,B_only,,40.0,,14,150
seq8648,A_only,87.0,,,0,150
seq8649,both,72.0,111.0,30.0,12,150
seq8650,both,2.0,90.0,80.0,7,150
seq8651,no_motif,,,,15,150
seq8652,both,63.0,130.0,60.0,0,150
seq8653,A_only,94.0,,,13,150
seq8654,A_only,2.0,,,15,150
seq8655,both,15.0,126.0,100.0,6,150
seq8656,no_motif,,,,15,150
seq8657,A_only,26.0,,,0,150
seq8658,A_only,52.0,,,14,150
seq8659,A_only,68.0,,,0,150
seq8660,both,7.0,74.0,60.0,0,150
seq8661,B_only,,70.0,,14,150
seq8662,A_only,125.0,,,13,150
seq8663,both,47.0,74.0,20.0,0,150
seq8664,B_only,,120.0,,14,150
seq8665,both,49.0,130.0,70.0,9,150
seq8666,B_only,,19.0,,13,150
seq8667,no_motif,,,,15,150
seq8668,B_only,,39.0,,13,150
seq8669,A_only,25.0,,,0,150
seq8670,A_only,102.0,,,14,150
seq8671,no_motif,,,,15,150
seq8672,both,28.0,116.0,80.0,5,150
seq8673,both,29.0,76.0,40.0,0,150
seq8674,no_motif,,,,15,150
seq8675,A_only,7.0,,,14,150
seq8676,both,54.0,71.0,10.0,0,150
seq8677,no_motif,,,,15,150
seq8678,both,60.0,78.0,10.0,13,150
seq8679,no_motif,,,,15,150
seq8680,both,0.0,47.0,40.0,0,150
seq8681,both,10.0,77.0,60.0,0,150
seq8682,B_only,,141.0,,15,150
seq8683,both,11.0,105.0,80.0,11,150
seq8684,both,93.0,111.0,10.0,13,150
seq8685,both,30.0,107.0,70.0,0,150
seq8686,both,9.0,67.0,50.0,9,150
seq8687,both,23.0,60.0,30.0,0,150
seq8688,A_only,63.0,,,14,150
seq8689,both,41.0,78.0,30.0,0,150
seq8690,both,54.0,138.0,70.0,13,150
seq8691,A_only,7.0,,,14,150
seq8692,A_only,114.0,,,13,150
seq8693,B_only,,31.0,,0,150
seq8694,B_only,,131.0,,14,150
seq8695,A_only,106.0,,,13,150
seq8696,no_motif,,,,15,150
seq8697,A_only,2.0,,,15,150
seq8698,A_only,128.0,,,13,150
seq8699,no_motif,,,,15,150
seq8700,no_motif,,,,0,150
seq8701,B_only,,92.0,,0,150
seq8702,both,71.0,142.0,60.0,12,150
seq8703,A_only,57.0,,,0,150
seq8704,A_only,31.0,,,14,150
seq8705,A_only,47.0,,,13,150
seq8706,B_only,,14.0,,13,150
seq8707,A_only,42.0,,,14,150
seq8708,B_only,,14.0,,13,150
seq8709,both,63.0,90.0,20.0,0,150
seq8710,both,9.0,68.0,50.0,10,150
seq8711,B_only,,19.0,,13,150
seq8712,no_motif,,,,15,150
seq8713,A_only,114.0,,,13,150
seq8714,A_only,41.0,,,0,150
seq8715,no_motif,,,,15,150
seq8716,B_only,,123.0,,0,150
seq8717,A_only,95.0,,,13,150
seq8718,B_only,,35.0,,13,150
seq8719,A_only,49.0,,,13,150
seq8720,A_only,68.0,,,0,150
seq8721,both,38.0,88.0,40.0,11,150
seq8722,B_only,,126.0,,13,150
seq8723,no_motif,,,,15,150
seq8724,both,28.0,116.0,80.0,5,150
seq8725,A_only,46.0,,,0,150
seq8726,A_only,11.0,,,14,150
seq8727,A_only,141.0,,,15,150
seq8728,both,12.0,61.0,40.0,11,150
seq8729,B_only,,14.0,,13,150
seq8730,A_only,136.0,,,14,150
seq8731,A_only,79.0,,,13,150
seq8732,A_only,40.0,,,14,150
seq8733,both,51.0,108.0,50.0,0,150
seq8734,A_only,133.0,,,14,150
seq8735,both,12.0,30.0,10.0,13,150
seq8736,B_only,,42.0,,14,150
seq8737,A_only,89.0,,,13,150
seq8738,no_motif,,,,15,150
seq8739,both,60.0,87.0,20.0,0,150
seq8740,A_only,11.0,,,14,150
seq8741,A_only,22.0,,,0,150
seq8742,A_only,83.0,,,14,150
seq8743,both,84.0,124.0,30.0,12,150
seq8744,both,27.0,114.0,80.0,0,150
seq8745,A_only,112.0,,,14,150
seq8746,A_only,104.0,,,13,150
seq8747,no_motif,,,,15,150
seq8748,both,15.0,118.0,90.0,9,150
seq8749,both,21.0,123.0,90.0,9,150
seq8750,B_only,,83.0,,14,150
seq8751,B_only,,99.0,,13,150
seq8752,A_only,139.0,,,14,150
seq8753,no_motif,,,,15,150
seq8754,A_only,15.0,,,0,150
seq8755,B_only,,110.0,,0,150
seq8756,B_only,,6.0,,14,150
seq8757,A_only,108.0,,,13,150
seq8758,both,26.0,107.0,70.0,9,150
seq8759,B_only,,110.0,,14,150
seq8760,both,23.0,80.0,50.0,0,150
seq8761,both,5.0,63.0,50.0,10,150
seq8762,B_only,,79.0,,13,150
seq8763,both,15.0,119.0,90.0,10,150
seq8764,B_only,,110.0,,0,150
seq8765,both,67.0,138.0,60.0,11,150
seq8766,A_only,82.0,,,0,150
seq8767,no_motif,,,,15,150
seq8768,no_motif,,,,0,150
seq8769,both,27.0,56.0,20.0,12,150
seq8770,both,58.0,115.0,50.0,0,150
seq8771,both,117.0,135.0,10.0,13,150
seq8772,both,40.0,140.0,90.0,8,150
seq8773,B_only,,35.0,,13,150
seq8774,both,39.0,110.0,60.0,10,150
seq8775,both,22.0,69.0,40.0,0,150
seq8776,both,61.0,100.0,30.0,12,150
seq8777,B_only,,121.0,,14,150
seq8778,A_only,90.0,,,14,150
seq8779,both,31.0,68.0,30.0,0,150
seq8780,B_only,,86.0,,13,150
seq8781,A_only,89.0,,,13,150
seq8782,no_motif,,,,15,150
seq8783,B_only,,19.0,,13,150
seq8784,A_only,88.0,,,13,150
seq8785,B_only,,70.0,,0,150
seq8786,both,51.0,141.0,80.0,9,150
seq8787,B_only,,81.0,,14,150
seq8788,no_motif,,,,15,150
seq8789,A_only,29.0,,,13,150
seq8790,B_only,,64.0,,13,150
seq8791,B_only,,80.0,,14,150
seq8792,A_only,67.0,,,13,150
seq8793,A_only,95.0,,,13,150
seq8794,B_only,,101.0,,14,150
seq8795,B_only,,132.0,,0,150
seq8796,both,11.0,98.0,80.0,0,150
seq8797,both,68.0,95.0,20.0,0,150
seq8798,both,33.0,60.0,20.0,0,150
seq8799,B_only,,69.0,,0,150
seq8800,B_only,,49.0,,13,150
seq8801,B_only,,65.0,,13,150
seq8802,no_motif,,,,15,150
seq8803,both,12.0,111.0,90.0,6,150
seq8804,both,95.0,133.0,30.0,11,150
seq8805,B_only,,78.0,,13,150
seq8806,no_motif,,,,0,150
seq8807,A_only,56.0,,,0,150
seq8808,both,39.0,87.0,40.0,9,150
seq8809,no_motif,,,,15,150
seq8810,both,68.0,107.0,30.0,11,150
seq8811,both,95.0,113.0,10.0,13,150
seq8812,B_only,,66.0,,13,150
seq8813,both,25.0,138.0,100.0,9,150
seq8814,B_only,,38.0,,0,150
seq8815,both,84.0,113.0,20.0,13,150
seq8816,no_motif,,,,15,150
seq8817,no_motif,,,,15,150
seq8818,A_only,78.0,,,0,150
seq8819,both,49.0,126.0,70.0,0,150
seq8820,both,90.0,127.0,30.0,0,150
seq8821,both,32.0,122.0,80.0,8,150
seq8822,both,0.0,71.0,60.0,11,150
seq8823,both,8.0,76.0,60.0,8,150
seq8824,both,32.0,127.0,80.0,12,150
seq8825,B_only,,59.0,,13,150
seq8826,both,25.0,126.0,90.0,7,150
seq8827,no_motif,,,,15,150
seq8828,A_only,21.0,,,14,150
seq8829,B_only,,99.0,,0,150
seq8830,both,57.0,118.0,50.0,11,150
seq8831,A_only,52.0,,,14,150
seq8832,B_only,,117.0,,13,150
seq8833,A_only,88.0,,,0,150
seq8834,both,28.0,85.0,50.0,0,150
seq8835,A_only,98.0,,,13,150
seq8836,both,29.0,131.0,90.0,8,150
seq8837,both,35.0,135.0,90.0,7,150
seq8838,B_only,,8.0,,14,150
seq8839,B_only,,59.0,,13,150
seq8840,B_only,,53.0,,14,150
seq8841,no_motif,,,,15,150
seq8842,both,1.0,79.0,70.0,8,150
seq8843,both,95.0,124.0,20.0,12,150
seq8844,A_only,6.0,,,14,150
seq8845,both,31.0,119.0,80.0,6,150
seq8846,B_only,,15.0,,13,150
seq8847,A_only,135.0,,,14,150
seq8848,A_only,62.0,,,0,150
seq8849,A_only,38.0,,,0,150
seq8850,B_only,,10.0,,14,150
seq8851,both,34.0,134.0,90.0,7,150
seq8852,A_only,139.0,,,14,150
seq8853,both,26.0,103.0,70.0,0,150
seq8854,both,15.0,73.0,50.0,9,150
seq8855,A_only,108.0,,,0,150
seq8856,B_only,,42.0,,14,150
seq8857,both,34.0,135.0,90.0,8,150
seq8858,both,83.0,122.0,30.0,12,150
seq8859,both,3.0,30.0,20.0,0,150
seq8860,A_only,86.0,,,13,150
seq8861,both,29.0,142.0,100.0,9,150
seq8862,A_only,63.0,,,14,150
seq8863,both,33.0,143.0,100.0,6,150
seq8864,A_only,124.0,,,13,150
seq8865,both,20.0,123.0,90.0,10,150
seq8866,A_only,98.0,,,0,150
seq8867,both,5.0,112.0,100.0,0,150
seq8868,B_only,,122.0,,14,150
seq8869,both,78.0,107.0,20.0,12,150
seq8870,B_only,,23.0,,0,150
seq8871,A_only,110.0,,,14,150
seq8872,both,121.0,138.0,10.0,0,150
seq8873,B_only,,63.0,,14,150
seq8874,no_motif,,,,0,150
seq8875,both,29.0,142.0,100.0,9,150
seq8876,B_only,,132.0,,14,150
seq8877,A_only,5.0,,,14,150
seq8878,B_only,,88.0,,13,150
seq8879,both,55.0,105.0,40.0,11,150
seq8880,no_motif,,,,15,150
seq8881,A_only,38.0,,,13,150
seq8882,B_only,,132.0,,14,150
seq8883,no_motif,,,,15,150
seq8884,both,23.0,123.0,90.0,7,150
seq8885,both,23.0,130.0,100.0,0,150
seq8886,B_only,,85.0,,13,150
seq8887,both,11.0,99.0,80.0,6,150
seq8888,B_only,,54.0,,13,150
seq8889,both,26.0,142.0,100.0,12,150
seq8890,both,35.0,143.0,100.0,4,150
seq8891,both,34.0,136.0,90.0,9,150
seq8892,no_motif,,,,15,150
seq8893,A_only,68.0,,,13,150
seq8894,both,12.0,121.0,100.0,5,150
seq8895,B_only,,92.0,,14,150
seq8896,both,4.0,22.0,10.0,14,150
seq8897,both,50.0,117.0,60.0,0,150
seq8898,both,74.0,133.0,50.0,10,150
seq8899,both,72.0,112.0,30.0,13,150
seq8900,A_only,137.0,,,14,150
seq8901,no_motif,,,,15,150
seq8902,B_only,,113.0,,0,150
seq8903,both,38.0,122.0,70.0,12,150
seq8904,both,34.0,52.0,10.0,13,150
seq8905,both,15.0,127.0,100.0,7,150
seq8906,A_only,66.0,,,0,150
seq8907,B_only,,72.0,,14,150
seq8908,A_only,141.0,,,15,150
seq8909,both,16.0,118.0,90.0,8,150
seq8910,both,71.0,111.0,30.0,13,150
seq8911,both,20.0,89.0,60.0,9,150
seq8912,B_only,,129.0,,13,150
seq8913,both,15.0,43.0,20.0,12,150
seq8914,A_only,132.0,,,14,150
seq8915,B_only,,117.0,,13,150
seq8916,A_only,15.0,,,0,150
seq8917,B_only,,137.0,,14,150
seq8918,A_only,0.0,,,14,150
seq8919,both,96.0,125.0,20.0,12,150
seq8920,A_only,81.0,,,14,150
seq8921,both,7.0,64.0,50.0,0,150
seq8922,both,71.0,110.0,30.0,12,150
seq8923,both,28.0,85.0,50.0,0,150
seq8924,B_only,,110.0,,0,150
seq8925,both,26.0,93.0,60.0,0,150
seq8926,B_only,,83.0,,14,150
seq8927,A_only,33.0,,,0,150
seq8928,both,58.0,137.0,70.0,8,150
seq8929,A_only,80.0,,,14,150
seq8930,B_only,,117.0,,13,150
seq8931,B_only,,84.0,,13,150
seq8932,no_motif,,,,15,150
seq8933,B_only,,88.0,,13,150
seq8934,A_only,99.0,,,13,150
seq8935,A_only,67.0,,,13,150
seq8936,A_only,77.0,,,13,150
seq8937,A_only,50.0,,,14,150
seq8938,B_only,,134.0,,0,150
seq8939,B_only,,114.0,,13,150
seq8940,B_only,,115.0,,13,150
seq8941,A_only,139.0,,,14,150
seq8942,both,61.0,133.0,60.0,12,150
seq8943,no_motif,,,,0,150
seq8944,both,15.0,122.0,100.0,0,150
seq8945,A_only,15.0,,,13,150
seq8946,both,106.0,124.0,10.0,12,150
seq8947,both,14.0,82.0,60.0,8,150
seq8948,no_motif,,,,15,150
seq8949,both,39.0,110.0,60.0,10,150
seq8950,B_only,,80.0,,14,150
seq8951,A_only,136.0,,,14,150
seq8952,A_only,108.0,,,13,150
seq8953,no_motif,,,,15,150
seq8954,A_only,65.0,,,0,150
seq8955,both,9.0,27.0,10.0,13,150
seq8956,B_only,,30.0,,14,150
seq8957,A_only,52.0,,,14,150
seq8958,no_motif,,,,15,150
seq8959,both,56.0,73.0,10.0,0,150
seq8960,both,86.0,113.0,20.0,0,150
seq8961,B_only,,46.0,,0,150
seq8962,A_only,11.0,,,14,150
seq8963,B_only,,23.0,,14,150
seq8964,both,38.0,126.0,80.0,5,150
seq8965,B_only,,61.0,,0,150
seq8966,both,1.0,68.0,60.0,0,150
seq8967,both,45.0,63.0,10.0,13,150
seq8968,B_only,,137.0,,0,150
seq8969,both,23.0,140.0,100.0,13,150
seq8970,B_only,,43.0,,14,150
seq8971,both,52.0,91.0,30.0,12,150
seq8972,B_only,,57.0,,13,150
seq8973,both,8.0,113.0,90.0,12,150
seq8974,both,17.0,134.0,100.0,12,150
seq8975,A_only,9.0,,,0,150
seq8976,no_motif,,,,15,150
seq8977,A_only,12.0,,,14,150
seq8978,B_only,,81.0,,14,150
seq8979,both,49.0,133.0,70.0,12,150
seq8980,A_only,71.0,,,14,150
seq8981,both,22.0,59.0,30.0,0,150
seq8982,A_only,87.0,,,13,150
seq8983,B_only,,138.0,,14,150
seq8984,both,24.0,131.0,100.0,0,150
seq8985,both,71.0,138.0,60.0,0,150
seq8986,A_only,66.0,,,0,150
seq8987,both,75.0,137.0,50.0,13,150
seq8988,both,38.0,77.0,30.0,11,150
seq8989,both,33.0,131.0,90.0,5,150
seq8990,both,107.0,124.0,10.0,0,150
seq8991,both,6.0,73.0,60.0,0,150
seq8992,B_only,,25.0,,13,150
seq8993,both,4.0,95.0,80.0,9,150
seq8994,both,27.0,94.0,60.0,0,150
seq8995,both,39.0,86.0,40.0,0,150
seq8996,A_only,70.0,,,14,150
seq8997,B_only,,1.0,,0,150
seq8998,B_only,,137.0,,14,150
seq8999,no_motif,,,,15,150
seq9000,both,14.0,53.0,30.0,12,150
seq9001,both,40.0,100.0,50.0,11,150
seq9002,B_only,,50.0,,14,150
seq9003,both,10.0,78.0,60.0,8,150
seq9004,A_only,124.0,,,0,150
seq9005,A_only,141.0,,,15,150
seq9006,no_motif,,,,15,150
seq9007,no_motif,,,,15,150
seq9008,B_only,,37.0,,0,150
seq9009,both,70.0,109.0,30.0,12,150
seq9010,B_only,,120.0,,0,150
seq9011,both,39.0,57.0,10.0,12,150
seq9012,B_only,,50.0,,14,150
seq9013,A_only,104.0,,,13,150
seq9014,both,37.0,66.0,20.0,12,150
seq9015,both,51.0,124.0,60.0,12,150
seq9016,B_only,,19.0,,13,150
seq9017,B_only,,68.0,,13,150
seq9018,B_only,,84.0,,0,150
seq9019,both,13.0,53.0,30.0,13,150
seq9020,both,97.0,137.0,30.0,13,150
seq9021,A_only,53.0,,,14,150
seq9022,both,15.0,130.0,100.0,10,150
seq9023,A_only,4.0,,,14,150
seq9024,both,87.0,135.0,40.0,10,150
seq9025,A_only,44.0,,,13,150
seq9026,both,25.0,119.0,80.0,11,150
seq9027,B_only,,97.0,,0,150
seq9028,A_only,118.0,,,13,150
seq9029,A_only,101.0,,,0,150
seq9030,B_only,,120.0,,14,150
seq9031,both,33.0,115.0,70.0,10,150
seq9032,both,17.0,111.0,80.0,11,150
seq9033,A_only,64.0,,,0,150
seq9034,A_only,94.0,,,0,150
seq9035,both,32.0,139.0,100.0,0,150
seq9036,both,24.0,123.0,90.0,6,150
seq9037,A_only,4.0,,,14,150
seq9038,both,40.0,100.0,50.0,11,150
seq9039,A_only,105.0,,,13,150
seq9040,B_only,,109.0,,13,150
seq9041,A_only,31.0,,,14,150
seq9042,A_only,138.0,,,14,150
seq9043,both,30.0,143.0,100.0,9,150
seq9044,A_only,8.0,,,14,150
seq9045,both,8.0,115.0,100.0,0,150
seq9046,no_motif,,,,15,150
seq9047,A_only,40.0,,,14,150
seq9048,A_only,25.0,,,13,150
seq9049,A_only,102.0,,,14,150
seq9050,A_only,94.0,,,0,150
seq9051,both,19.0,46.0,20.0,0,150
seq9052,no_motif,,,,15,150
seq9053,both,26.0,110.0,70.0,12,150
seq9054,A_only,67.0,,,13,150
seq9055,both,102.0,141.0,30.0,13,150
